,author_id,text
2013-04-04 10:48:11.350286338,1276320722269491200,"lundkommisjonen jonasali helt enig ! hvorfor binde seg til et parti , når du kan la dem kjempe om din stemme isteden ? jeg stemmer på det partiet som treffer meg best ved hvert enkelt valg ! de må kjempe om min stemme med riktig politikk ! "
2013-04-04 11:05:01.871362048,1276320722269491200,"jonasali å støtte et parti er litt amerikansk synes jeg ... er du republikaner eller demokrat ? bare to sider ... vi har riktignok et mye bedre system med mange partier her i norge , men hvorfor binde seg til politikk man ikke er enig med ? man kan jo vurdere på nytt ved hvert valg ! "
2013-04-04 11:07:14.830790656,969146402713587712,"laugums_ jegerlilla se der ja , bra vi har doktor murmel til å bekrefte våre høyst vitenskaplige teorier "
2013-04-04 11:15:24.004032513,996468163557707778,addexioikke ikke nå mer 
2013-04-04 11:17:58.547357699,1276320722269491200,jonasali hva er denne adferden ? har ikke inngående kjennskap til sv ! eller noen andre partier for den saks skyld ! men er sånn middels interessert i politikk . ( når det angår tema jeg bryr meg om ..) 
2013-04-04 11:26:55.040765952,1341789186135887872,"molde_fk molde er det laget i verden som lettest tilpasset seg pandemien , ettersom de aldri har hatt tilskuere . du finner ikke en jevla moldenser som er interessert i fotball . "
2013-04-04 11:40:37.321551872,2883782007,"perssonx03 petterskinstad mmyrlund nrk_sport erikroste to sterke løp . det som gjør maiken sin medalje så imponerende er bakteppet med utfordringene hennes og treningsbakgrunn denne sesongen . i tillegg til at hun gang på gang leverer i mesterskap , etter mesterskap . og fort er tidens beste kvinnelige sprinter . stabil mesterskapsløper "
2013-04-04 11:45:51.432982530,1148589260628529153,snart covid-lockdowns første bursdag ! hva kjøper vi til viruset som erobret verden ? 
2013-04-04 11:47:35.204261890,969146402713587712,"lauvtre  ... men står det potion of make u hot på de , eller er det sånn at jeg må ta saken i egne hender for å få dette implementert ? føler dette er en såpass viktig detalj med effektene hrt at det må komme tydelig frem "
2013-04-04 11:55:04.170889220,1276320722269491200,"jonasali åhh , hun som ble kasta ut av regjeringen pga . noe kameraderi greier ... har hun ikke lært ? sv er litt outsider , uerfarent parti ... litt som frp med sine 1000 justisministere som alle må gå .. bergstø ligner litt på helgheim .. men mye søtere .. er det feil å si ? "
2013-04-04 11:56:30.422540302,969146402713587712,"prokrastinerer nope , du er faktisk veldig kul og ikke plagsom i det hele tatt !! "
2013-04-04 12:09:48.548317191,969146402713587712,lauvtre omg det hadde vært amazing 
2013-04-04 12:13:15.742691331,969146402713587712,"laugums_ jegerlilla den er så legit at den må føres opp dobbelt opp , rett og slett "
2013-04-04 12:21:25.041815555,1310533649385820161,katrineholter helt enig . det er vakkert . og nødvendig . noen ganger må må man bare være enig om å være uenig . ❤️❤️❤️ 
2013-04-04 12:35:05.690984452,969146402713587712,lauvtre herregud jeg kommer så sykt til å trenge en oppdatering på det her om du husker det hahahahaha 
2013-04-04 12:36:02.381144068,1276320722269491200,"jonasali ja , du har helt rett ! prøvde meg på en dårlig spøk .. "
2013-04-04 12:39:09.824589825,969146402713587712,laugums_ jegerlilla dette er den mest valide tittelen jeg noen sinne har lest 
2013-04-04 12:54:22.178062336,969146402713587712,"madamknipe : sjølv om det ikkje er godt norsk , hadde det vore litt freistande å kalle inkluderingsprogrammet i ål for ål inclusive . "
2013-04-04 13:08:01.703104521,758997979,prinsen på erten av lillehammer i størrelse s . 
2013-04-04 13:15:18.489473034,1310533649385820161,katrineholter og sånn må det være . 🙏🏼🤩👌🏼 
2013-04-04 13:20:36.136755202,4189545917,""" det som ikke dreper deg gjør deg egentlig ikke sterkere ."" "
2013-04-04 14:05:26.543687682,969146402713587712,hei jeg heter neon og ønsker meg tidenes cuddle pile når det åpner for sånt igjen . er så touch starved at  ( nesten ) alle som vil er invitert 
2013-04-04 14:16:23.891816450,1276320722269491200,"jonasali ser den ! har veldig lyst å forklare hva jeg egentlig mente , men ser at jeg går i samme fella , så jeg nøyer meg med å beklage til alle som føler seg støtt av min dårlige politiske spøk ! ikke minst til bergstø ! 😍 "
2013-04-04 14:29:46.174091264,1276320722269491200,jonasali helgheim derimot ! du kan brenne ! 
2013-04-04 14:33:23.581640707,969146402713587712,"honestly de eneste som er ekskludert fra denne fremtidige cuddle pilen er drittfolk ( tm ), alle andre er mer enn velkomne til å være et menneskelig weighted blanket "
2013-04-04 14:55:09.432029187,4836064754,hetlandbirger : torsk19 bettibettsin heiditurid anjalindtner så sant som det i all enkelhet kan sies . for det som er et av de 
2013-04-04 14:55:19.670345736,4836064754,torsk19 : hetlandbirger bettibettsin heiditurid anjalindtner ja . store tall og fulle kalendre gir ikke mye lykke . det er rimelig 
2013-04-04 15:23:52.032690176,969146402713587712,"cjentoft : btw , kjønnsmangfold i historien er eldre enn du er . så ædda bædda . "
2013-04-04 15:27:53.721012225,211865445,"coolbetnorge : hele 10 kamper i  # nhl i natt . 🏒🥅 1 ⃣🔁 2 ⃣ hvilket lag scores flest mål

et par med riktig får  # oddsbonus i morgen tidlig  💰… "
2013-04-04 15:40:53.047869442,969146402713587712,"yoooo griner ikke over flytting i kveld , så tar det som et tegn på at jeg endelig er ferdig med å pmse for denne gang "
2013-04-04 16:26:16.770232321,1276320722269491200,geirgabrielsen littufinkanskje stortinget alle som har data som skal motbevise rusreformen kommer med data fra rusforbudet .. kan vi forby idioter snart ? 
2013-04-04 16:30:36.691234823,394956374,lmgimse alle andre enn moldensere skal gi faan i molde . 
2013-04-04 16:40:37.927931912,1276320722269491200,"littufinkanskje frp_no arbeiderpartiet tror også by og bygd spiller en viktig rolle .. mer nye rusmidler og erfaring , og derfor aksept for disse i byen enn på bygda ! også har vi bygdedyret da selvfølgelig ... hvorfor jakter ingen på det ? "
2013-04-04 17:05:50.612054017,1276320722269491200,"littufinkanskje frp_no arbeiderpartiet partier som fortsetter å stå i spagat kommer til å fortsette å miste de velgerne de er redde for å miste , mens de nye partiene som tør å stå for noe vinner de som går fra de andre partiene . også har man et aspekt av at velgere føler seg forrådt , så de kommer ikke tilbake ! "
2013-04-04 17:38:50.457710595,1276320722269491200,"littufinkanskje frp_no arbeiderpartiet ja , men på ruspolitikk så er vel menn mer liberale enn kvinner føler jeg . jeg tror det henger sammen med at menn er mer risikosøkende og mer  "" eventyrlystne "" ( på den måten ) enn kvinner . kanskje mer søkende ? jeg mistenker at morsinstinktet spiller inn i kvinners  "" forsiktighet "" "
2013-04-04 18:12:50.936274950,1276320722269491200,"littufinkanskje frp_no arbeiderpartiet partiet ja , jeg har også lenge vurdert partiet hovedsakelig pga . deres gode ruspolitikk . også liker jeg resten av politikken også . men jeg synes de er for tause om denne siden av politikken sin selv om de har den i programmet . de er også litt i spagat ! ruspolitikk er visst vanskelig !? "
2013-04-04 18:54:28.002586626,1276320722269491200,littufinkanskje frp_no arbeiderpartiet partiet nja .. unge venstre hadde jo en kampanje med det navnet nylig ... og partiet har jo i sitt program at de ønsker regulert omsetning . det er jo i praksis  # legalizeit ! men de er redde for å fronte det offentlig virker det som . ( de hadde en intern konflikt ..) 
2013-04-04 19:44:03.777380353,1252258994946793473,"pollofpolls : ipsos for dagbladet . nasjonal/s-valg . h 23 , 1  ( -2 , 3 ) ap 20 , 3  ( -0 , 1 ) sp 17 , 7  ( -3 , 7 ) frp 12 , 9  ( 3 , 4 ) sv 7 , 8  ( 0 , 1 ) v 4 , 6 … "
2013-04-04 22:45:16.768157696,996468163557707778,addexioikke dette er exposing på uakseptable høye nivåer 
2013-04-04 23:40:46.168936449,1276320722269491200,littufinkanskje : meg når dama spør meg hvorfor hu alltid må ta oppvasken  
2013-04-05 00:39:00.565221377,1276320722269491200,politiagder ingen på vakt på legevakten ?? 
2013-04-05 02:47:15.523379201,758997979,"om noen overfaller en kjendis sin hundepasser så demrer det noe : hundene hadde ingen rolle i det . det var 100 % ondskapsfullt uansett , og de var livredde . "
2013-04-05 02:56:00.608342030,1276320722269491200,sånn blir det når man spiller politikk spillet .. motstanderen fant på det først .. vi må være mot dette på ett eller annet vis .. helst i sin helhet ! går jo an å være med å eie det da .. gjerne med forbedringer heller enn begrensinger . forbedringer for brukere .. ikke politi ! 
2013-04-05 03:01:32.948234241,1276320722269491200,hakonwaage : jonasali store deler av venstresida er jo blitt svært redde for forandringar - konservatisme heiter det visst nok . 
2013-04-05 03:16:26.154606593,1276320722269491200,hakonwaage jonasali tror konservatismen grunner i å holde på det de alltid har ment for å holde på gamle velgere . heller enn å tiltrekke seg nye . sånn blir det for tidligere store partier . det kan nesten bare gå nedover .. vanskelig å få gamle velgere med på ny politikk hvis man ikke fronter den . 
2013-04-05 03:48:48.901705728,1276320722269491200,"vil du være med å  "" gå på narkotika "" i helgen eller ? det blir dritgøy ! "
2013-04-05 11:47:12.746975235,3154684749,"chr_bachke : 1/3
vi får ingen kred for performance , lave kostnader , transparens , og en ekstremt aksjonærvennlig politikk . hunter-aksjen … "
2013-04-05 12:14:06.031413251,4836064754,"litelin : jeg og svære bikkja er vant til å bli beglodd når vi er ute og går tur , men i dag .. gående på tur med 1hund på 4 , 5 kg og 1 "
2013-04-05 12:33:01.022650371,4836064754,larskellingsen : hva er det dere egentlig holder på med ? nå har dere akkurat sluppet folk på vinterferie . som reiser rundt i landet . 
2013-04-05 14:26:34.728288256,1116977448300761088,uriksfredrik lurer på hva totalen kommer  på . 
2013-04-05 15:49:28.132575234,1346506400252518400,"dagkrmoen : vi øver og øver , hedvig på 5 år vil bli den nye marenlundby fiskebein opp k-10 og full fart ut igjen norskijump  # skijumpin … "
2013-04-05 16:30:12.229066758,1116977448300761088,"sjakhaaheim : helt håpløst , hvis regjeringen lar russere få kjøpe bergen engines , som vedlikeholder norske marinefartøy . heeelt "
2013-04-05 17:48:30.013071364,334309820,hitler var ansvarlig for ca 10 000 dødsfall på nordmenn på 5 år . tegnell er ansvarlig for 13 000 dødsfall på svensker på 1 år . 
2013-04-05 18:12:02.268852224,1327982983341608966,"thomas_kjosnes : ved å tvinge unge som ikke vil ha hjelp inn i rusbehandling eller inn i kontrakter de ikke ønsker å inngå , hvilke "
2013-04-05 19:25:02.023933952,21281102,"kiheger den litt feite greien nederst gjør logoen folkelig , stor n seriøs . det der til høyre bare snek seg med i en litt unøyaktig crop . "
2013-04-05 19:35:53.206464513,1252127025533530112,lektorkindberg regjeringen dette beviser at dagens regjering ødelegger velferdsgoder som arbeiderpartiet har innført - jeg skammer meg når vi ser igjen at det er bare de rike som skal subsideres . så folkens ikke stem på  # partier som i dag sitter i regjeringen . 
2013-04-05 19:43:07.841175554,1252127025533530112,"erstang : hvorfor fins det ikke andre  "" biler "" som isbilen ? hvor er vaffelbilen ? kanelbollebilen ? jeg tror det er et stort uutnyttet "
2013-04-05 20:11:03.713140738,1619767424,geirgabrielsen littufinkanskje stortinget på denne ukes pol kvart antydet hege ulstein hvordan den dagsavis-lederen ville sett ut . 
2013-04-05 20:56:51.930165250,747287340,mener forsvarsministeren tar for lett på salg av bergen engines  
2013-04-05 21:00:06.038306821,747287340,bmoxnes : rødt har fra dag én advart mot at bolighaiene kan berike seg på krisestøtten - for døve ører på stortinget . nå håper jeg 
2013-04-05 21:22:36.058943489,1187388616001163264,esgya akkurat det lurer jeg også på . 
2013-04-05 21:25:28.788824065,1187388616001163264,"sirimietinen wow , det var tidlig siri , men god morgen til deg  😻 "
2013-04-05 21:27:36.207577088,1187388616001163264,wasimzahid : noen som vil ha litt hyggelige nyheter ? tall fra skottland antyder at koronavaksinene reduserer sykehusinnleggelse med 
2013-04-05 21:38:46.423814144,1252127025533530112,overlever dette flyselskapet år 2021  ?? 
2013-04-05 21:39:15.490283521,25977779,« jeg kjenner kvinner som ikke kan rygge og innvandrere som kjører rett fram i lyskryss . skal de også teste seg ?» forkjemperen for å oppheve helseattest for eldre kan virkelig argumentere . 
2013-04-05 21:53:24.836782082,1187388616001163264,"fredag , og det regner så det spruter . ludvigsen har testet været , og kom inn igjen ganske raskt . ser smittetallene øker , og tenker , hva nå ? kaffen er varm , nyhetene skal leses og dagen i gang i kårstua . god helg  🥰🌧️🐈 "
2013-04-05 22:54:03.395608578,1326441198404456449,10mill10ar hva med inntekt ? 
2013-04-05 22:58:53.016506368,1313775971296849921,vgnett det er enda et eksempel på maktkåte mannfolk som gjør hva som helst for å være i sitt harem . 
2013-04-05 23:10:50.083086336,1326860924486103042,"mengden avfall økte fra 2018 til 2019 , viser det årlige avfallsregnskapet . – vi mener veksten i avfall skyldes at norsk politikk ikke har nok fokus på å forebygge produksjon av avfall , mener daglig leder i circular norway , leif nordhus . "
2013-04-05 23:16:01.954717696,3178221399,"dhmyrdal kariekas henger fortsatt ikke på grep . lo-medlemmer er fortsatt overveldende venstreorientert , og ved demokratisk finansiering ville denne massen gitt langt mer finansiering til rødgrønne enn borgerlige . de borgerlige donorene består av en håndfull individer og ville vært ubetydelige . "
2013-04-05 23:19:46.245181440,3022178259,stianrodal oleaasheim helt riktig . mente selvfølgelig første gang et norsk lag går videre i en utslagsrunde siden 2003 . svak presisering fra min side ! sevilla ledet vel 3-0 etter første kamp ? 
2013-04-05 23:39:29.445752834,877886524532109312,""" hvis man spyr og bæsjer samtidig , blir det vakuum i magen da ?"" "
2013-04-05 23:56:42.951622657,1252127025533530112,"hvorfor åpner du norge mer og mer  ??? helseminister bent høie : – jeg er bekymret for de høye smittetallene
smittetallene stiger både nasjonalt og i hovedstaden . økningen bekymrer helseminister bent høie  ( h ). "
2013-04-05 23:57:41.835399174,3178221399,"petenice81 dhmyrdal kariekas milliardærer og storindustri trenger ikke nho for å donere til borgerlig partier , det gjør de fint selv , og de gir mer enn noensinne før . at de sluttet å donere gjennom nho har ingen betydning . en håndfull søkkrike individer trenger ikke organisere seg . "
2013-04-06 00:08:46.565515265,1252127025533530112,"blir helt satt ut av det som skjer i tv-studio
presseklubben  ( tv 2 ): siv jensen fikk en helt spesiell overraskelse på direkten . "
2013-04-06 00:16:09.903398912,124407750,kan de ikke lage en nrkidrettsindustri så seertallene blir helt reelle ? nå flytta de plutselig sporten til nrk2 igjen 
2013-04-06 00:18:00.557580288,296494341,last ned og gjenbruk innhold fra en god facebook live-sending  📺 
2013-04-06 00:45:05.472880642,124407750,"frodepleym kmfag siristaalesen vonknag bmoxnes det er faktisk helt absurd , venstre "
2013-04-06 00:46:56.911302656,1298885811509788673,""" god helse er mer enn bare fravær av koronasmitte ."" dagens sitat . "
2013-04-06 00:53:30.337017857,23169528,"fuglevern : "" det er og blir uansvarlig og særdeles paradoksalt at vi skal bruke store summer på restaurering samtidig som vi hogger "
2013-04-06 01:10:19.813781508,3178221399,"sveinasleik knuthov mva betales ikke av bedrifter , men sluttbrukeren . bedriftene bare krever den inn . innbet . skatt vs . mottatt støtte er jo en interessant , men økonomisk overforenklet måte å se på det . må sees i lys av hvor mye verdier som har gått gjennom selskapet - men ser nok mye verre ut da . "
2013-04-06 01:22:49.281368066,1350448732043681794,"nordbyholtan sv_karin svparti innlandetsv jo , det er viktig å sette fokus på kvalitet med her diskuterte vi altså struktur ! vi ville sikre bygging av ny stor kommunal barnehage i sentrum for å kunne gi barn og ansatte en bedre hverdag , slik at vi får bygg som er moderne og tilpasset dagens krav . kvalitetsløft ! "
2013-04-06 01:54:47.546314757,1215149156,denne først og så kan du høyre siste podcast frå toresagen om long covid med henrikvogt etterpå . nyttig for helsepersonell og alle andre . 
2013-04-06 01:55:43.930322944,1325172194796859392,katrineholter : politijurister med startlønn på 550-600 000 ønsker seg bort - gjerne til advokatbransjen - for å tjene mer penger . 
2013-04-06 02:08:32.645586944,1187388616001163264,"evaogzita ja , synes det virker som en usikker tid fremover . håper de fleste av oss er vaksinert i løpet av sommeren . "
2013-04-06 02:17:04.463941637,976500002062299136,"olavtorvund : rike boligspekulanter og andre rikinger får penger fra staten , de fattige , som studenter , får tilbud om å låne penger . "
2013-04-06 02:25:33.866278912,976500002062299136,kmfag : fossilbilane brukar 10 gongar så mykje straum som elbilane . 
2013-04-06 02:26:30.682394629,124407750,martinfinne sånn skal kokte egg se ut . i alle fall ikke hardere . 
2013-04-06 02:49:47.041628161,1328497409253642240,"eg gjør det gratis , og eg gjør det på russisk , og det kommer til å høres mildt truende ut , og dine fiender vil lure på om de burde vært redd eller takke deg for bursdagsgratulasjon . "
2013-04-06 02:50:25.503387651,986599884341080066,tromsoil : tromsø il oppfordrer nff til boikott av vm 2022 ! les klubbens uttalelse . 
2013-04-06 02:51:33.979643904,494341616,"tromsoil mariusfla her er dere gode , tromsoil  ! håper andre klubber følger opp . "
2013-04-06 02:55:41.250650113,1268304630720716806,"det finnes faktisk ingen ord for å beskrive hvor utslitt jeg er akkurat nå , fy faen "
2013-04-06 02:57:39.555139585,1357054433784389636,"sprakradet søren heller . jeg gledet meg til kampen mellom norgeser- og norgianer-fraksjonene , og geriljainnslagene fra norginer og norgiser tilhengerne . "
2013-04-06 03:06:01.584013319,1183787742,tromsoil : tromsø il oppfordrer nff til boikott av vm 2022 ! les klubbens uttalelse . 
2013-04-06 03:30:30.232104964,334309820,"var er som alkohol . en nytelse hvis det blir brukt riktig , men et hælvete hvis det misbrukes . "
2013-04-06 03:37:04.282804224,1361002362425516034,blir ganske kvalm av hykleriet i motstanden mot  # vindkraft . hvor er den massive motstanden mot resten av den meningsløse raseringen av norsk natur . skei og sjusjøen har trøbbel med vann til nye hytter . på skei er det aktuelt å tappe ned fjellvann  
2013-04-06 04:00:27.256528897,1298885811509788673,"vi som er eldre enn 18 trenger å være sammen med foreldrene våre noen ganger også , justisdep , benthhoyre . og barna våre savner besteforeldrene deres . hvorfor er dette så vanskelig for dere å forstå ? "
2013-04-06 04:07:15.089698818,1154931499625570304,"neste gang du ser en blm protest , e i valgåret 2024 . "
2013-04-06 04:22:53.246427139,2721314405,heiabrann : eya til ! her er det bare å henge seg på skbrann  
2013-04-06 04:23:14.373160969,2721314405,tromsoil : tromsø il oppfordrer nff til boikott av vm 2022 ! les klubbens uttalelse . 
