,author_id,text
2013-04-04 05:15:48.214890499,1255884669071110145,eivindtraedal ved midnatt kommer det høyeste døgnsmittetallet for norge på over en måned . oslo har hatt to 24-timersperioder på rad med 191 tilfeller . dette i følge tall fra msis . 
2013-04-04 05:44:54.647574533,1265191191085297664,skapglobalistene senterpartiet viser sitt sanne ansikt . grønnmarxisme der oxo . igrunnen skal du lete lenge etter et så distriktsfientlig parti . tanke for dyrevelferd eksisterer heller ikke . stem de ut . 🍿🍿🖕 
2013-04-04 05:45:09.176651783,1255884669071110145,den stigende smittetrenden i norge fortsetter . ved midnatt kommer det høyeste antallet registrerte smittede for landet i løpet av ett døgn på over en måned . i oslo har det nå vært to 24-timersperioder med 191 tilfeller på rad . 
2013-04-04 06:23:34.122799109,1157441488348942341,"ida åsesdatter isaksen shared a link . det er bare helt utrolig for en offer rolle de inntar , og media er med på dansen . ... en bestefar tapte livet da en av de tapte en sak i fylkesnemnda . barn ble forfulgt av falske anmerkning av henne . "
2013-04-04 07:06:23.423483907,2586939154,virrevirrevapp molde_fk lett ? hardt arbeid ga seier !⚽️ 
2013-04-04 07:17:10.772342785,67568093,"lmgimse ja , i hvert fall når det gjelder molde . støtter det 100 % "
2013-04-04 07:21:02.071422983,1223162134068125696,schish76 jeg begynte å røyke fordi det var kult ! ( jeg vet bedre nå .. ) jeg var 11 år første gangen og røkte fast fra jeg var 14 .. 
2013-04-04 07:40:16.847032320,1000503711330791424,"electograph : 🇩🇰 # denmark  | general election poll

 🟥 a 31 . 2 % ( 56 ) 🟦 c 15 . 8 % ( 28 ) 🟨 v 11 . 4 % ( 21 ) ⬜️ d 9 . 8 % ( 18 ) 🟩 f 8 . 4 % ( 15 ) 🆔 o 5 . 4 % ( 1 … "
2013-04-04 07:45:18.983856131,337825216,sorensenanne fuglevern takk for det anne ! 
2013-04-04 07:58:06.101147652,368391850,paljettbitch det kledde du  👌 
2013-04-04 08:06:51.328651264,353029255,"floydpage nei , jeg antyder bare at smittevernreglene ikke er de samme overalt . "
2013-04-04 08:30:46.028042244,1148589260628529153,pov : du har en god oppvekst  
2013-04-04 08:47:38.730143746,2470136607,linetomter : selskap innen langtidsutleie ville mistet 2 millioner kroner i koronastøtte hvis inntektene steg med 55 . 000 kroner . 
2013-04-04 09:00:44.356853767,171211471,"sukkertroll : sv-politiker tønseth er kledd i en naziuniform på profilbildet på facebook . han får litt kritikk , men er fornøyd med "
2013-04-04 09:16:51.362074625,4260193702,irenewinther : verdt å lese . 
2013-04-04 09:37:07.903188993,569172553,gøy for ulland andersen . 
2013-04-04 09:42:11.725983744,1320763463409520640,"kvampeder arilasos molde_fk du er vel kanskje rbk eller vif tilhenger du , peut être ? "
2013-04-04 09:46:53.616766982,863073687855149056,takk for påminnelsen . jeg har mutet og blokkert alt for lite i det siste . starter ny runde her . # liveterforkort  
2013-04-04 09:51:51.789842434,1320763463409520640,"erlinghaaland molde_fk hm ... kanskje vurdere lån til molde kommende sesong erlinghaaland  ? bare sånn , lite forslag liksom ?😀 "
2013-04-04 10:06:52.151713799,569172553,lars_peder jongdale hva var dagens tema ? 
2013-04-04 10:10:34.151968770,979213423,når hyttebygging tar overhånd ... 
2013-04-04 10:14:36.670885897,863073687855149056,"uriksfredrik jeg skulle ønske flere i norge snart tok inn over seg hvor farlig  # covid19 er , og gnir øynene i vantro over hvordan folk her  gir blaffen , særlig i ferieperioder . men mener du seriøst at folk i usa har levd med 'ekstreme restriksjoner' under pandemien ??? "
2013-04-04 10:16:27.836715008,1320763463409520640,martineggen : perioden 2021 – 2030 er verdens tiår for restaurering av økosystemer . kan vi stole på myndighetens forsikringer om at vi 
2013-04-04 10:21:21.786060801,1320763463409520640,"martineggen har lyst å si ja , vi kan stole på at de gjør alvor av det ! men , magefølelsen min sier at penger desverre går foran miljøbevaring ... "
2013-04-04 10:24:14.385909760,569172553,lars_peder jongdale sannsynligvis ikke . 
2013-04-04 10:38:03.096449024,33003951,skrue_onkel mpenergi ingen ekte hoteller serverer slik . 
2013-04-04 10:59:46.614870024,37921321,odden catofossen din eneste svakhet . 
2013-04-04 11:01:12.346394628,1205654574205460481,athornor frp_no hoyre hoyretina dette kan du lite om . prøv heller å tjene penger uten offentlige tilskudd og inkubatormidler . 
2013-04-04 11:01:21.716486146,4260193702,helsepartiet : helsepartiet - en fis i motvind ? 
2013-04-04 11:04:58.566254597,1205654574205460481,jbloveyou4ever1 michaelbloomnor frp_no hoyre hoyretina norge er allerede i balanse når vi regner med plantevekst . 
2013-04-04 11:07:04.575664130,863073687855149056,"autvik uriksfredrik og hvor har de mest omfattende restriksjonene vært , tenker du ? "
2013-04-04 11:09:34.601785345,863073687855149056,"ksteigen : teller ned til neste bølge , men håper hytteturene er verdt det . "
2013-04-04 11:12:08.360755205,297472158,"kkristensen_ musikkanmelde russelåter , lite kulturoppdrag og mange som vil høres .. "
2013-04-04 11:20:28.233670657,1127510751361548289,"helenesaele : tråd

en liten braindump-tråd om at justiskomiteen ikke går inn for å inkorporere crpd i norsk lov . det skal stemmes i "
2013-04-04 11:31:27.121121285,263430666,"olavtorvund delveien bymiljoetaten i en lignende sak i fjor tok jeg mot til meg og ringte til isekk og klagde , og vipps - så var saken ute av verden . bare for å framsnakke litt altså . ( det er isekks kunder som har misforstått hvor sekken skal plasseres ) "
2013-04-04 11:40:37.321551872,2883782007,"perssonx03 petterskinstad mmyrlund nrk_sport erikroste to sterke løp . det som gjør maiken sin medalje så imponerende er bakteppet med utfordringene hennes og treningsbakgrunn denne sesongen . i tillegg til at hun gang på gang leverer i mesterskap , etter mesterskap . og fort er tidens beste kvinnelige sprinter . stabil mesterskapsløper "
2013-04-04 11:44:28.763185153,4260193702,drwhistleblowe1 jøsses - löfven må befinne seg i en bitteliten boble - for seg selv ! 😱 
2013-04-04 11:45:51.432982530,1148589260628529153,snart covid-lockdowns første bursdag ! hva kjøper vi til viruset som erobret verden ? 
2013-04-04 11:47:15.428102156,1489312196,må jeg ha hulu for å se handmaid's tale sesong 4 ? 
2013-04-04 11:50:14.042554368,3515220803,"jasnoen rart at røgenerg tolkar folkehelseinst slik . fhi har ikj uttalt seg om vi bør avkriminalisere . dei seier at det ikj kan utelukkast at bruk og misbruk vil auke meir enn det rusreformutvalet finn at empirien tilseier , og at styresmaktene må vere budd på å setje inn tiltak mot det "
2013-04-04 11:58:18.681778176,986930424474632192,"« samhandlingsreformen virker  – og det er bra . men primærhelsetjenesten og fastlegene betaler prisen når ressursene ikke følger med .» dagensmedisin 
legeforeningen 
nkklev 
ingvildkjerkol 
benthhoyre 
jonasgahrstore 
ktoppe 
 # pasientenshelsetjeneste 
 "
2013-04-04 13:41:41.168193538,863073687855149056,uriksfredrik og da er forklaringen på den enorme smittespredning og dødstallene i usa ..? 
2013-04-04 14:13:39.173048325,1082954560044445696,"knuthov rikingenes skattekroner er lite verdt , når menneskene som sørger for verdiene forsvinner ut i et uregulert arbeidsliv og flyktig økonomi . det er ikke en pengeseddel som holder bestemor i hånden når hun vandrer inn i lyset . "
2013-04-04 14:15:46.746990593,863073687855149056,"linsolem uriksfredrik joda , men noen folkemøter forklarer neppe at usa har flest  # covid19-tilfeller og - døde  i verden . "
2013-04-04 14:41:43.303536649,33003951,skrue_onkel mpenergi mulig . men strengt regime hos oss på frokost  😎 
2013-04-04 14:41:45.526579203,1082954560044445696,"phelseth andersheger elonmusk eh , innovasjonens historie er like gammel som menneskeheten . jeg har en lei følelse av at alle dem som er imponert av elon musk og jeff bezos aldri har åpnet en historiebok . "
2013-04-04 15:20:18.857193473,1489312196,mathildetg blir det aldersgrenser som for alkohol ? 
2013-04-04 15:32:04.846583811,863073687855149056,"linsolem uriksfredrik bare veldig underlig å se at de skal ha hatt så strenge restriksjoner .. det er ikke mitt inntrykk etter å ha fulgt amerikanske nyheter tett , og når man ser at over en halv million er døde av  # covid19 der . "
2013-04-04 15:58:06.692212739,3071006507,jonasali det har ingenting med at eventuelt at sv må samarbeide med en rasistisk organisasjon/parti håper jeg ? 
2013-04-04 17:16:08.206561282,563559770,tullipan41 så langt har det vært langt mer enn 10000 mutasjoner . blir slitsomt å finne nytt navn hver gang det muterer ... 
2013-04-04 18:10:05.269712896,863073687855149056,"nei . riktignok er jeg tidvis uspiselig , banner for mye , er alltid rødglødende forbanna og alt det der , men jeg er for fen ikke en hjernedød , egosentrisk , megaføkkings gigaidiot på steroider !!! # covididiots  "
2013-04-04 18:10:40.891895813,1000720889649000448,i kveld har man sett hvor skummelt blinde moldensere er . 
2013-04-04 18:29:42.300483590,790130140315549696,sofiehogestol 1 år og 500 000 døde ja . en tragedie . rundt 15000 av disse kunne fortsatt vært i live om ikke venstresidens wonderboy cuomo hadde sendt disse 15000 rett i døden . det kunne også vært langt flere døde om trump ikke hadde inført innreiseforbud for kinesere . biden ville latt alle inn 
2013-04-04 18:44:44.495269889,961135976,cicero_klima betyr det at disse 50 scenarioer befinner seg på den nedre delen av hele utfallsrommet som vist i peters_glen tweet : 
2013-04-04 19:44:03.777380353,1252258994946793473,"pollofpolls : ipsos for dagbladet . nasjonal/s-valg . h 23 , 1  ( -2 , 3 ) ap 20 , 3  ( -0 , 1 ) sp 17 , 7  ( -3 , 7 ) frp 12 , 9  ( 3 , 4 ) sv 7 , 8  ( 0 , 1 ) v 4 , 6 … "
2013-04-04 20:33:41.431291904,1122510418545659904,knuthov på hvilken måte er gop drittsekker ? 
2013-04-05 02:00:26.006585347,1352086882943979522,siv_jensen_frp og tsoviknes er reinspikka liberalister som ikke er for gratis ferge . de har vel aldri nevnt ordet ferge . helgheimjon frp_helgeandre 
2013-04-05 03:20:17.906630658,1352086882943979522,"jenskihl  "" det openberre motargumentet mot alt dette , er altså at ingen vil ha covid-19 ."" det er vel en kommafeil der . det skal vel ikke stå komma etter subjektet i setningen . "
2013-04-05 03:22:02.286129152,790130140315549696,mohamabd86 det er da ingen tvil om at venstresiden og islamistene ofte har felles agenda 
2013-04-05 03:38:10.247614465,1352086882943979522,"jenskihl  "" for å seie det sånn : den einaste garantien mot flyulukker , er å la alle fly stå på bakken . det er det få som tek til ords for ."" samme feil . det heter vel  "" tek til orde for "". fgudbrandsen "
2013-04-05 04:28:32.897916931,1352086882943979522,"jenskihl fgudbrandsen  "" held igjen litt til , for å vere på den sikre sida ?"" "" held "" er vel presens . verbet skal vel stå i infinitiv . fgudbrandsen "
2013-04-05 04:45:52.456196096,1352086882943979522,kristhaug . ( kristus-listhaug .) 
2013-04-05 07:22:18.884882432,2921185275,altermulig2020 alle presidenter gjør det . 
2013-04-05 15:01:28.222834688,57064417,"dagvagsnes mikkelsoya energiogklima wwfnorge er selvsagt enig i at vi må bygge regnskapsførsel på empiri . vi trenger ikke  * mindre * empiri på dette feltet , vi trenger mye mer . derfor bør vi , som det også står i artikkelen , få fram en kunnskapsbasert naturkur , slik vi fikk en klimakur for spørsmål rundt utslippskutt . "
2013-04-05 15:09:40.411830274,391243055,"hwarloe : sa ikke alle i arbeiderpartiet at når bare giske-saken var overstått og man kunne begynne å snakke om politikk , så ville alt "
2013-04-05 16:10:11.383017475,1269935851,delveien wbsamson avisaoslo jenslie6  « velkommen » til oslo by !! 
2013-04-05 16:55:11.021613056,57064417,"dagvagsnes mikkelsoya energiogklima wwfnorge skjønner ikke hva du argumenter mot . hele artikkelen argumenter for at vi skal måle , regne på og øke netto naturlig karbonlagring . "
2013-04-05 19:35:53.206464513,1252127025533530112,lektorkindberg regjeringen dette beviser at dagens regjering ødelegger velferdsgoder som arbeiderpartiet har innført - jeg skammer meg når vi ser igjen at det er bare de rike som skal subsideres . så folkens ikke stem på  # partier som i dag sitter i regjeringen . 
2013-04-05 19:42:05.601898496,1131918394834509824,"blindeforbundet : dette er en merkedag for oss , og noe vi har jobbet beinhardt for . endelig skal personer som mister synet få bedre "
2013-04-05 19:43:07.841175554,1252127025533530112,"erstang : hvorfor fins det ikke andre  "" biler "" som isbilen ? hvor er vaffelbilen ? kanelbollebilen ? jeg tror det er et stort uutnyttet "
2013-04-05 20:14:23.068340224,1192785575260119040,torsk19 bettibettsin dette ventet jeg ikke . en helt utrolig reaksjon på disse herlige bøkene . håper ikke kommuner rundt om i landet svartelister harry petter universet på bakgrunn av noe som dette . 
2013-04-05 20:53:18.238773249,138035990,"i dag kommer morgenbladet i hyllene , med artikler om rusreformen . denne er en særlig god analyse av strategien i debatten og hvorfor vi har kommet dit vi er i dag . skrevet av markus slettholm . slettholm  # rusreform  "
2013-04-05 21:27:04.234393602,67070886,gardlm madamknipe hallingdøren som betalingsmur hos hallingdølen er helt det oppe . i all beskjedenhet . 
2013-04-05 21:38:46.423814144,1252127025533530112,overlever dette flyselskapet år 2021  ?? 
2013-04-05 22:09:50.015983616,863073687855149056,"ksteigen bare legger denne her , jeg . "
2013-04-05 22:12:02.073505792,417796510,vi kaster for mye klær og bruker de plaggene vi har for lite . her er tips til hvordan du enkelt syr om tekstiler . kanskje du trenger akkurat disse tingene ? 
2013-04-05 22:20:16.544276481,863073687855149056,noe sier meg at nakstad ikke har fått nok ferie i livet sitt . # beredskapsparodi  # grenseløs  # covid19   
2013-04-05 22:27:02.376759298,949405082256363526,sprakradet jo noen har tenkt å nekte meg det . derfor det har blitt en sak . hvordan startet det egentlig ? 
2013-04-05 22:58:53.016506368,1313775971296849921,vgnett det er enda et eksempel på maktkåte mannfolk som gjør hva som helst for å være i sitt harem . 
2013-04-05 23:05:36.667922433,1082954560044445696,"phelseth andersheger elonmusk årene mellom new deal og slutten på den kalde krigen så noen av de største fremskrittene i historien . perioden var preget av sterk stat , sosiale støtteprogrammer og regulert økonomi . dette ble ikke drevet frem av  "" helter "", men av samfunn som jobbet for felles interesser . "
2013-04-05 23:05:40.207869953,949405082256363526,"sprakradet jeg mente ikke at noen myndigheter  ( t . d . dere ) vil endre det , men heller at mennesker generelt vil endre det - som jo vil føre til at dere endrer det om det blir populært nok . "
2013-04-05 23:10:50.083086336,1326860924486103042,"mengden avfall økte fra 2018 til 2019 , viser det årlige avfallsregnskapet . – vi mener veksten i avfall skyldes at norsk politikk ikke har nok fokus på å forebygge produksjon av avfall , mener daglig leder i circular norway , leif nordhus . "
2013-04-05 23:19:46.245181440,3022178259,stianrodal oleaasheim helt riktig . mente selvfølgelig første gang et norsk lag går videre i en utslagsrunde siden 2003 . svak presisering fra min side ! sevilla ledet vel 3-0 etter første kamp ? 
2013-04-05 23:30:44.478255110,337825216,sorensenanne : de fleste naturinngrep er irreversible og  « avbøtende tiltak » er en vits 😡 restaurering og rewilding må komme i tillegg 
2013-04-05 23:56:42.951622657,1252127025533530112,"hvorfor åpner du norge mer og mer  ??? helseminister bent høie : – jeg er bekymret for de høye smittetallene
smittetallene stiger både nasjonalt og i hovedstaden . økningen bekymrer helseminister bent høie  ( h ). "
2013-04-06 00:08:46.565515265,1252127025533530112,"blir helt satt ut av det som skjer i tv-studio
presseklubben  ( tv 2 ): siv jensen fikk en helt spesiell overraskelse på direkten . "
2013-04-06 00:13:29.605550080,520670946,"kald krig er trygt , fordi den er kald . bombeflyene gjør oss tryggere hvis et klassisk angrep på norge vurderes , men mer utsatt mtp misforståelser . indirekte manøvre i cyberdomenet og hybride trusler blir mer aktuelt . "
2013-04-06 00:17:35.010070532,196115443,"tyranniet fortsetter ! det tok ikke lang tid før han som skulle redde menneskeheten , altså joebiden , bombet syria . la oss derfor fortsette å se en annen vei mens vi sier til oss selv  "" det var de som begynte først !"". "
2013-04-06 00:18:00.557580288,296494341,last ned og gjenbruk innhold fra en god facebook live-sending  📺 
2013-04-06 00:24:15.654203392,263430666,heiabrasil brasileirao flamengo scinternacional vascodagama mbtopp100 katastrofeår ! 😱 
2013-04-06 00:26:32.807915523,1036652855753678849,sondrehansmark : jeg tror det spiller noen rolle hvem som blir statsminister etter valget . det kan fort bli vedum . han vil senke 
2013-04-06 00:27:20.643977222,37237610,"mark zuckerberg ble tvunget til å punge ut i australia . men   strom_m , leder for landets største medie-fagforening , frykter små selskaper og journalister likevel blir sittende igjen som tapere , skriver vi om i dag . "
2013-04-06 01:05:58.047248389,1157441488348942341,barnevernet truet et foreldre par at de skulle gi 3 gangers samvær i en måned etter de skal ta barnet til beredskapshjem men bare noen dager etter legger frem at hele familien til barnet kan oppholde i 3 måneder i familiesenter under observasjon både uten og med varsler . 
2013-04-06 01:08:27.985174530,3515220803,"bentraknes fint og nyansert program som både synte sterke og svake sider v/ bv . forstår ikj heilt kvifor dette tilsynelatande vekke så sterke reaksjonar . reagerte imidlertid litt på av tv2 let barn stå fram , sjølv om vedkomande var reflektert og gjorde det på ein verdig måte . "
2013-04-06 01:11:33.725806597,1157441488348942341,"foreldre blir fortalt om de kan velge ut fra familiesenter når de vil , så spurte familien om det er når som helst , da familie senterets psykolog lederen svarte ikke og skiftet emne . familien senere fortalte at de får lov å komme ut etter 3 måneder . da familien selv utsetter "
2013-04-06 01:21:22.169806848,1196461306712383490,svaar : mæland og høies byråkrater brukte opptil fire måneder på å behandle innsynskrav i dokumenter til koronakommisjonen . nå slår 
2013-04-06 01:26:04.433899521,2741152709,"jonasali eivindtraedal kkristensen_ tror jonas kan være en meget bra signering eivindtraedal  . free transfer , og du slipper å forholde deg til berit riise . "
2013-04-06 01:30:30.558351360,1157441488348942341,seg i senteret som ikke tillater dem å melde fra og komme ut av senteret . er det ikke frihets berøvelse ? familien ble ikke gitt ordentlig oversettelses dokument men kort fortalt mens alle er stående og familien fikk muntlig fortelling med dårlig telefon dekning for forståelses 
2013-04-06 01:52:06.640164866,1157441488348942341,"forstått . hun overså å lese gjennom og tenke og vurdere , slik prosess skal være absolutt nødvendig før hun signerte å bli med på å bli boende i fasilitet som flere ungdommer og foreldre i bv saker tok livene sine etter og under opphold . "
2013-04-06 01:53:29.238585347,3515220803,"bentraknes samd med at det styrka programmet og var svært interessant , men er likevel usikker på om det var riktig . har faktisk aldri sett norge bak fasaden før , men fekk lyst å sjå det fordi du twitra om det ein gong . "
2013-04-06 01:54:47.546314757,1215149156,denne først og så kan du høyre siste podcast frå toresagen om long covid med henrikvogt etterpå . nyttig for helsepersonell og alle andre . 
2013-04-06 02:04:32.102211586,1157441488348942341,"så , for å plassere en hel familie til familie senter , brukte barnevernet beredskapshjems tilbud med svart begrenset samvær som presse og push middel til kvinnen som var desperat å bli med babyen . familie senterets ansatte sa senere til kvinnen etter de blokkerte familievenn fra "
2013-04-06 02:07:21.644408835,3515220803,"katrineholter politijuristar har blitt sett på som attraktive søkjarar alle stader der eg har jobba . raske og profesjonelle og har sett nok av livets skyggesider til at dei er i stand til  ‘ å få los ’ når ting ikj stemmer , altså godt judisium . "
2013-04-06 02:08:55.273848832,1122778736498180096,psteigan : en krigsforbryter kommer til oslo for å feire 8 . mars . hvem skal demonstrere ? via psteigan 
2013-04-06 02:11:27.074099201,1157441488348942341,møtet og sa at de ber henne å signere med en gang slik at de kunne ordne rommet deres ledig snart . dersom hun ikke signerer da blir rommet bort og ikke sikkert om hun kan få neste dag . slik presset bv og familiesenter til den moren . typisk pushe metode . 
2013-04-06 02:47:12.292782082,3515220803,"esgya var på heradstyremøte i veka der bv gjorde greie for min kommune . meir skulevegring/barn som ikj klarer å kome tilbake etter heimeskule , meir angst og depresjon og meir problem hjå barn/unge som elles ikj har problem , slitne lærarar som ikj klarer å fylgje like godt opp som vanleg "
2013-04-06 02:50:25.503387651,986599884341080066,tromsoil : tromsø il oppfordrer nff til boikott av vm 2022 ! les klubbens uttalelse . 
2013-04-06 02:54:06.706860034,78013336,"elinlestrange jeg har prøvd å google både han og dette sitatet , uten hell . hvor har du hentet det fra ? "
2013-04-06 02:58:17.308135427,2741152709,skrur av og til over på nrk p3 bare for å kontrollsjekke at jeg er blitt en gammel sur gubbe . bekreftelsen kom kjapt da dj et eller annet påstod at verden ikke kunne vente på samarbeidet mellom maroon 5 og megan et eller annet . jo det kan den  ! fan i helvete ! 
2013-04-06 03:03:05.641312256,237475435,håper lillestromsk kan gjøre det samme  
2013-04-06 03:13:32.614324226,1122778736498180096,"motvindn : motvind i debatten ! takk til alle som deltok på vårt lag ! ( pssst , høyre : trekk ideen om å elektrifisere sokkelen ) "
2013-04-06 03:24:46.013964288,3133749851,"california , som en gang var så nær et paradis på jord som man kunne komme , ble tatt over av liberale krefter og er nå i oppløsning og kollaps . "
